Año,Mes,Dia,Fecha,Aduana_De_Embarque,Razón_social_del_importador,Peso_en_kilos_netos,Peso_en_kilos_brutos,País_de_Destino,Departamento_Origen,Departamento_De_Procedencia,Vía_de_transporte,Valor_FOB_(USD),Valor_Flete,Valor_seguro,Valor_otros,Precio_Unitario_FOB_(USD)_Peso_Neto,Precio_Unitario_FOB_(USD)_Peso Bruto,Precio_Unitario_FOB_(USD)_Cantidad,Continente_Destino
2015,6,16,16/6/2015,CARTAGENA,ALBRECHT & DILL TRADING GMBH,50094,"50594,94",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"149029,66",0,0,0,"2,9750002","2,945544752","2,9750002",EUROPA
2015,6,16,16/6/2015,BUENAVENTURA,WALTER MATTER S.A,25000,25209,PAÍSES BAJOS (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,74250,0,0,0,"2,97","2,945376651","2,97",EUROPA
2015,6,17,17/6/2015,CARTAGENA,ALBRECH & DILL TRADING GMBH,50094,"50594,94",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"143769,78",0,0,0,"2,87","2,841584158","2,87",EUROPA
2015,6,19,19/6/2015,BUENAVENTURA,CARGIL JAPAN LIMITED,7000,7112,JAPÓN,NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,48300,0,0,0,"6,9","6,791338583","6,9",ASIA
2015,6,20,20/6/2015,BUENAVENTURA,HD COTTERELL BV,25000,25250,PAÍSES BAJOS (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,75500,2120,380,0,"3,02","2,99009901","3,02",EUROPA
2015,6,22,22/6/2015,CARTAGENA,ALBRECH & DILL TRADING GMBH,100188,"101189,88",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"297558,36",0,0,0,"2,97","2,940594059","2,97",EUROPA
2015,6,22,22/6/2015,CARTAGENA,COLCOCOA S.A.R.L.,25025,25256,ITALIA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,76076,1100,1100,0,"3,04","3,012195122","3,04",EUROPA
2015,6,22,22/6/2015,CARTAGENA,WALTER MATTER S.A,25000,25437,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,82500,0,0,0,"3,3","3,243306994","3,3",EUROPA
2015,6,22,22/6/2015,CARTAGENA,NATRA CACAO S.L.,50000,50500,ESPAÑA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,156325,0,0,0,"3,1265","3,095544554","3,1265",EUROPA
2015,6,23,23/6/2015,CARTAGENA,OOO ASCOL,12558,12740,RUSIA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"36794,94",1240,"15,8",0,"2,93","2,888142857","2,93",ASIA
2015,6,30,30/6/2015,CARTAGENA,ALBRECH & DILL TRADING GMBH,100188,"101189,88",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"287539,56",0,0,0,"2,87","2,841584158","2,87",EUROPA
2015,6,30,30/6/2015,CARTAGENA,ALBRECH & DILL TRADING GMBH,100188,"101189,88",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"297558,36",0,0,0,"2,97","2,940594059","2,97",EUROPA
2015,7,6,6/7/2015,CARTAGENA,ALBRECHT & DILL TRADING GMBH,100188,"101189,88",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"298560,24",0,0,0,"2,98","2,95049505","2,98",EUROPA
2015,7,8,8/7/2015,CARTAGENA,NEDERLAND SA,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"300692,94","2831,18","111,42",0,"3,00128698","2,971571268","3,00128698",EUROPA
2015,7,8,8/7/2015,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,5,"5,92",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"17,6","14,11",0,0,"3,52","2,972972973","3,52",EUROPA
2015,7,8,8/7/2015,BOGOTÁ,ROVEG FRUIT B.V.,65,"78,97",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,234,"66,43",0,0,"3,6","2,963150564","3,6",EUROPA
2015,7,8,8/7/2015,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,"32,5","38,35",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"101,4",0,0,0,"3,12","2,644067797","3,12",EUROPA
2015,7,17,17/7/2015,CARTAGENA,NATRA CACAO S.L.,25000,25250,ESPAÑA (UE),NORTE DE SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,80475,0,0,0,"3,219","3,187128713","3,219",EUROPA
2015,7,18,18/7/2015,CARTAGENA,HOTEL CHOCOLAT,3000,3048,REINO UNIDO (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,19900,0,0,0,"6,633333333","6,528871391","6,633333333",EUROPA
2015,7,21,21/7/2015,CARTAGENA,NATRA CACAO S.L.,25000,25250,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,79350,0,0,0,"3,174","3,142574257","3,174",EUROPA
2015,7,21,21/7/2015,CARTAGENA,SUCESORES DE JOSE SALGADO SAIC,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"72685,98","999,02",0,0,"2,91","2,881188119","2,91",AMÉRICA
2015,7,22,22/7/2015,CARTAGENA,NEDERLAND SA,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"301556,54","2839,31","111,74",0,"3,009906775","2,980105718","3,009906775",EUROPA
2015,7,25,25/7/2015,CARTAGENA,Agroindustrias Unidas de Cacao S.A. de C.V.,99912,100852,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"269184,21",4200,"1373,79",0,"2,694213007","2,669101356","2,694213007",AMÉRICA
2015,7,25,25/7/2015,CARTAGENA,Agroindustrias Unidas de Cacao S.A. de C.V.,99912,100852,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"291054,95",4200,"1483,69",0,"2,913113039","2,885961111","2,913113039",AMÉRICA
2015,7,27,27/7/2015,CARTAGENA,NATRA CACAO S.L.,25000,25250,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,79375,0,0,0,"3,175","3,143564356","3,175",EUROPA
2015,7,27,27/7/2015,CARTAGENA,WALTER MATTER S.A,50094,"50594,94",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"152486,14",0,0,0,"3,04400008","3,013861465","3,04400008",EUROPA
2015,7,27,27/7/2015,CARTAGENA,ALBRECH & DILL TRADING GMBH,50094,"50594,94",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"149280,12",0,0,0,"2,98","2,95049505","2,98",EUROPA
2015,7,31,31/7/2015,CARTAGENA,CHOCOLATES DEL NORTE S.A.,100006,"101006,06",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"270305,72",0,0,0,"2,702895026","2,676133689","2,702895026",EUROPA
2015,8,3,3/8/2015,CARTAGENA,GENERAL COCOA CO.,100080,"101080,8",ESTADOS UNIDOS,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,312750,0,0,0,"3,125","3,094059406","3,125",AMÉRICA
2015,8,3,3/8/2015,CARTAGENA,HD COTTERELL BV,24800,24998,PAÍSES BAJOS (UE),SANTANDER,VALLE DEL CAUCA,TRANSPORTE MARÍTIMO,74648,0,0,0,"3,01","2,986158893","3,01",EUROPA
2015,8,4,4/8/2015,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,15,"19,07",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"52,8","55,83",0,0,"3,52","2,768746723","3,52",EUROPA
2015,8,5,5/8/2015,CARTAGENA,NEDERLAND SA,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"293403,44","2659,5","108,57",0,"2,928528766","2,899533432","2,928528766",EUROPA
2015,8,5,5/8/2015,BOGOTÁ,ROVEG FRUIT B.V.,"17,5","21,88",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,63,"18,11",0,0,"3,6","2,879341865","3,6",EUROPA
2015,8,5,5/8/2015,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,40,"47,39",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"124,8",0,0,0,"3,12","2,633466976","3,12",EUROPA
2015,8,10,10/8/2015,CARTAGENA,NEDERLAND SA,25000,25400,ESPAÑA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,75000,0,0,0,3,"2,952755906",3,EUROPA
2015,8,10,10/8/2015,CARTAGENA,ALBRECHT & DILL TRADING,50000,50500,ESTONIA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,152000,0,0,0,"3,04","3,00990099","3,04",EUROPA
2015,8,10,10/8/2015,CARTAGENA,NATRA CACAO S.L.,25000,25210,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,81500,0,0,0,"3,26","3,232844109","3,26",EUROPA
2015,8,10,10/8/2015,CARTAGENA,Agroindustrias Unidas de Cacao S.A. de C.V.,99969,99969,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"283696,08",4600,"1448,72",0,"2,837840531","2,837840531","2,837840531",AMÉRICA
2015,8,10,10/8/2015,CARTAGENA,WALTER MATTER SA,100188,"101189,88",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"304972,28",0,0,0,"3,04400008","3,013861465","3,04400008",EUROPA
2015,8,10,10/8/2015,CARTAGENA,COLCOCOA S.A.R.L.,75075,75768,BÉLGICA (UE),CALDAS,CALDAS,TRANSPORTE MARÍTIMO,242242,0,0,0,"3,226666667","3,197154472","3,226666667",EUROPA
2015,8,10,10/8/2015,CARTAGENA,"NATRA CACAO, SL",50000,50500,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,161275,0,0,0,"3,2255","3,193564356","3,2255",EUROPA
2015,8,11,11/8/2015,CARTAGENA,ALBRECHT & DILL TRADING,50000,50500,ESTONIA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,160000,0,0,0,"3,2","3,168316832","3,2",EUROPA
2015,8,11,11/8/2015,CARTAGENA,TRANSMAR COMMODITY GROUP LDT.,25000,25210,ESTADOS UNIDOS,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,79600,0,0,0,"3,184","3,157477192","3,184",AMÉRICA
2015,8,11,11/8/2015,CARTAGENA,NATRA CACAO S.L.,25000,25210,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,83075,0,0,0,"3,323","3,295319318","3,323",EUROPA
2015,8,11,11/8/2015,CARTAGENA,WALTER MATTER S.A.,25000,25210,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,79875,0,0,0,"3,195","3,168385561","3,195",EUROPA
2015,8,11,11/8/2015,SANTA MARTA,ADM Int SARL,100300,115540,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"274320,5",0,0,0,"2,735","2,374247014","2,735",EUROPA
2015,8,11,11/8/2015,CARTAGENA,WALTER MATTER S.A.,25000,25210,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,80425,0,0,0,"3,217","3,190202301","3,217",EUROPA
2015,8,11,11/8/2015,CARTAGENA,NORD COCOA OÜ,100188,101640,ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"299940,58",0,0,0,"2,993777498","2,951009248","2,993777498",EUROPA
2015,8,11,11/8/2015,SANTA MARTA,ADM Int SARL,149868,151110,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"475147,8",0,0,0,"3,170441989","3,144383562","3,170441989",EUROPA
2015,8,11,11/8/2015,CARTAGENA,COLCOCOA S.A.R.L.,75075,75768,BÉLGICA (UE),CALDAS,CALDAS,TRANSPORTE MARÍTIMO,"250750,5",0,0,0,"3,34","3,30945122","3,34",EUROPA
2015,8,12,12/8/2015,CARTAGENA,GUAN CHONG COCOA MANUFACTURER SDN. BHD.,299088,301908,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"937640,88",0,0,0,"3,135","3,105717238","3,135",ASIA
2015,8,12,12/8/2015,CARTAGENA,GUAN CHONG COCOA MANUFACTURER SDN. BHD.,249378,251694,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"784293,81",0,0,0,"3,145","3,116060812","3,145",ASIA
2015,8,12,12/8/2015,CARTAGENA,Agroindustrias Unidas de Cacao S.A. de C.V.,199824,201704,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"577333,4",9200,"2947,4",0,"2,889209504","2,862280371","2,889209504",AMÉRICA
2015,8,18,18/8/2015,CARTAGENA,INTERNATIONAL COCOA INC,50000,50500,ESPAÑA (UE),ARAUCA,ARAUCA,TRANSPORTE MARÍTIMO,152000,2120,380,0,"3,04","3,00990099","3,04",EUROPA
2015,8,21,21/8/2015,CARTAGENA,GUAN CHONG COCOA MANUFACTURER SDN. BHD.,209040,251390,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"783230,8",0,0,0,"3,746798699","3,115600461","3,746798699",ASIA
2015,8,22,22/8/2015,CARTAGENA,ALBRECHT & DILL TRADING GMBH,150282,"151784,82",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"456105,9",0,0,0,"3,0350002","3,004950693","3,0350002",EUROPA
2015,8,24,24/8/2015,CARTAGENA,HD COTTERELL BV,25000,25200,PAÍSES BAJOS (UE),SANTANDER,VALLE DEL CAUCA,TRANSPORTE MARÍTIMO,75250,0,0,0,"3,01","2,986111111","3,01",EUROPA
2015,8,27,27/8/2015,CARTAGENA,HD COTTERELL BV,25000,"25267,84",PAÍSES BAJOS (UE),RISARALDA,BOGOTÁ,TRANSPORTE MARÍTIMO,76520,0,0,0,"3,0608","3,028355411","3,0608",EUROPA
2015,8,28,28/8/2015,CARTAGENA,NEDERLAND S.A.,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"300251,84","2781,08","111,12",0,"2,996884258","2,967212136","2,996884258",EUROPA
2015,8,28,28/8/2015,CARTAGENA,NEDERLAND SA,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"297282,69","2694,66","110,01",0,"2,967248473","2,937869775","2,967248473",EUROPA
2015,8,28,28/8/2015,CARTAGENA,ALBRECHT & DILL TRADING GMBH,25000,25265,ESTONIA (UE),CALDAS,CALDAS,TRANSPORTE MARÍTIMO,80250,0,0,0,"3,21","3,176330893","3,21",EUROPA
2015,8,31,31/8/2015,CARTAGENA,JB COCOA SDN BHD,99820,100760,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"271011,3",0,0,0,"2,715","2,689671497","2,715",ASIA
2015,9,1,1/9/2015,BOGOTÁ,CASTRONOVO CHOCOLATE LLC,100,271,ESTADOS UNIDOS,BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,1750,0,0,300,"17,5","6,457564576","17,5",AMÉRICA
2015,9,2,2/9/2015,BUENAVENTURA,CAFE CACAO MAYUMI OGATA,2600,2636,JAPÓN,NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,20800,0,0,0,8,"7,890743551",8,ASIA
2015,9,3,3/9/2015,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,5,"6,37",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"17,6","11,77",0,0,"3,52","2,762951334","3,52",EUROPA
2015,9,3,3/9/2015,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,"22,5","26,86",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"70,2",0,0,0,"3,12","2,61355175","3,12",EUROPA
2015,9,3,3/9/2015,BOGOTÁ,ROVEG FRUIT B.V.,20,"24,69",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,72,"17,51",0,0,"3,6","2,916160389","3,6",EUROPA
2015,9,5,5/9/2015,CARTAGENA,NORD COCOA OU,25047,25410,ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"76760,47",0,0,0,"3,064657244","3,020876427","3,064657244",EUROPA
2015,9,5,5/9/2015,CARTAGENA,INTERNATIONAL FOODS & INGREDIENTS,540,"553,83",ESTADOS UNIDOS,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,2916,"193,7","1,08",0,"5,4","5,265153567","5,4",AMÉRICA
2015,9,5,5/9/2015,CARTAGENA,NEDERLAND SA,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,305737,"2831,88","113,15",0,"3,05163293","3,021418743","3,05163293",EUROPA
2015,9,8,8/9/2015,CARTAGENA,JB COCOA SDN BHD,199824,201704,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"593929,01",0,0,0,"2,972260639","2,944557421","2,972260639",ASIA
2015,9,10,10/9/2015,CARTAGENA,NEDERLAND SA,50034,"50534,34",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"149922,75","1383,28","54,99",0,"2,996417436","2,966749937","2,996417436",EUROPA
2015,9,10,10/9/2015,CARTAGENA,CASALUKER EUROPE BVBA,1340,"1421,34",REINO UNIDO (UE),CALDAS,BOGOTÁ,TRANSPORTE MARÍTIMO,"8572,13","411,54","3,07",0,"6,39711194","6,031020023","6,39711194",EUROPA
2015,9,14,14/9/2015,CARTAGENA,NEDERLAND SA,50000,50600,ESPAÑA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,155000,0,0,0,"3,1","3,063241107","3,1",EUROPA
2015,9,14,14/9/2015,CARTAGENA,GENERAL COCOA CO.,25020,"25270,2",ESTADOS UNIDOS,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"75310,2",0,0,0,"3,01","2,98019802","3,01",AMÉRICA
2015,9,14,14/9/2015,CARTAGENA,WALTER MATTER SA,150282,"151784,82",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"457458,42",0,0,0,"3,04400008","3,013861465","3,04400008",EUROPA
2015,9,15,15/9/2015,CARTAGENA,SUCESORES DE JOSE SALGADO S.A,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"72685,98","999,02",0,0,"2,91","2,881188119","2,91",AMÉRICA
2015,9,17,17/9/2015,CARTAGENA,"FELCHLIN AG, SCHWYZ",12500,14870,SUIZA,CHOCÓ,CHOCÓ,TRANSPORTE MARÍTIMO,47250,0,0,0,"3,78","3,177538668","3,78",EUROPA
2015,9,19,19/9/2015,CARTAGENA,GENERAL COCOA CO.,25020,"25270,2",ESTADOS UNIDOS,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,77562,0,0,0,"3,1","3,069306931","3,1",AMÉRICA
2015,9,21,21/9/2015,BUENAVENTURA,FINO DE AROMA CO LTD,170,"172,89",JAPÓN,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"1048,6",0,0,0,"6,168235294","6,065128116","6,168235294",ASIA
2015,9,21,21/9/2015,CARTAGENA,NEDERLAND SA,25000,25300,ESPAÑA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,77500,0,0,0,"3,1","3,063241107","3,1",EUROPA
2015,9,22,22/9/2015,CARTAGENA,INTERNATIONAL COCOA INC,25000,25250,ESPAÑA (UE),ARAUCA,ARAUCA,TRANSPORTE MARÍTIMO,72500,0,0,0,"2,9","2,871287129","2,9",EUROPA
2015,9,22,22/9/2015,CARTAGENA,WILHELM EBERHARD OHG,3360,3416,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"18676,56",0,0,0,"5,5585","5,467377049","5,5585",EUROPA
2015,9,23,23/9/2015,CARTAGENA,NATRA CACAO S.L.,25000,25250,ESPAÑA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,82925,0,0,0,"3,317","3,284158416","3,317",EUROPA
2015,9,23,23/9/2015,CARTAGENA,COLCOCOA S.A.R.L.,25025,25256,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,"77827,75",0,0,0,"3,11","3,081554878","3,11",EUROPA
2015,9,28,28/9/2015,CARTAGENA,JB COCOA SDN BHD,99912,100300,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,310500,0,0,0,"3,107734807","3,095712861","3,107734807",ASIA
2015,9,30,30/9/2015,CARTAGENA,COLCOCOA S.A.R.L.,25025,25256,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,70070,0,0,0,"2,8","2,774390244","2,8",EUROPA
2015,9,30,30/9/2015,CARTAGENA,NORD COCOA OU,100188,"101189,88",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"318026,62","8619,92","121,91",0,"3,174298519","3,142869821","3,174298519",EUROPA
2015,9,30,30/9/2015,SANTA MARTA,GUAN CHONG COCOA MANUFACTURER SDN. BHD.,298906,301730,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"937070,31",0,0,0,"3,135","3,105658403","3,135",ASIA
2015,9,30,30/9/2015,CARTAGENA,ALCHEF PRODUCTOS SA DE CV,290,"307,05",MÉXICO,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,1566,"60,15","0,57","129,55","5,4","5,100146556","5,4",AMÉRICA
2015,9,30,30/9/2015,CARTAGENA,GENERAL COCOA CO,100188,"101189,88",ESTADOS UNIDOS,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"303669,84",0,0,0,"3,03100012","3,000990218","3,03100012",AMÉRICA
2015,10,1,1/10/2015,SANTA MARTA,ADM Int SARL,149630,151040,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"450386,3",0,0,0,"3,01","2,981900821","3,01",EUROPA
2015,10,2,2/10/2015,CARTAGENA,TRANSMAR COMMODITY GROUP LTD,25000,25210,ESTADOS UNIDOS,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,80625,0,0,0,"3,225","3,19813566","3,225",AMÉRICA
2015,10,2,2/10/2015,BOGOTÁ,MAYUMI OGATA,401,446,JAPÓN,BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,6949,0,0,0,"17,32917706","15,58071749","17,32917706",ASIA
2015,10,5,5/10/2015,CARTAGENA,CHOCOLATES DEL NORTE SA,50094,"50594,94",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"160332,43",0,0,0,"3,200631413","3,168941993","3,200631413",EUROPA
2015,10,5,5/10/2015,CARTAGENA,QL LOGISTIC SOLUTIONS S.L.,25000,25250,ESPAÑA (UE),BOLIVAR,BOLIVAR,TRANSPORTE MARÍTIMO,66173,0,0,0,"2,64692","2,620712871","2,64692",EUROPA
2015,10,5,5/10/2015,SANTA MARTA,ADM Int SARL,150278,151690,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"452336,78",0,0,0,"3,01","2,981981541","3,01",EUROPA
2015,10,5,5/10/2015,CARTAGENA,ALBRECH & DILL TRADING GMBH,100188,"101189,88",ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"306485,12",0,0,0,"3,059100092","3,028811972","3,059100092",EUROPA
2015,10,5,5/10/2015,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,5,"5,93",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"17,6",10,0,0,"3,52","2,967959528","3,52",EUROPA
2015,10,6,6/10/2015,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,45,"54,3",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"140,4",0,0,0,"3,12","2,585635359","3,12",EUROPA
2015,10,6,6/10/2015,CARTAGENA,GENERAL COCOA CO.,25020,"25270,2",ESTADOS UNIDOS,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"79663,68",0,0,0,"3,184","3,152475248","3,184",AMÉRICA
2015,10,6,6/10/2015,BOGOTÁ,ROVEG FRUIT B.V.,"27,5","34,24",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,99,"29,41",0,0,"3,6","2,89135514","3,6",EUROPA
2015,10,7,7/10/2015,CARTAGENA,NORD COCOA OU,25047,25410,ESTONIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"78873,74",0,0,0,"3,149029425","3,10404329","3,149029425",EUROPA
2015,10,9,9/10/2015,CARTAGENA,MOLENBERGNATIE,25000,25200,ESPAÑA (UE),SANTANDER,VALLE DEL CAUCA,TRANSPORTE MARÍTIMO,73000,0,0,0,"2,92","2,896825397","2,92",EUROPA
2015,10,13,13/10/2015,CARTAGENA,NEDERLAND SA,25000,25300,ESPAÑA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,77500,0,0,0,"3,1","3,063241107","3,1",EUROPA
2015,10,14,14/10/2015,CARTAGENA,NEDERLAND SA,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"298968,13","2709,91","110,63",0,"2,984071246","2,954525986","2,984071246",EUROPA
2015,10,14,14/10/2015,CARTAGENA,NEDERLAND SA,100188,"101189,88",ESPAÑA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"321959,17","2753,16","119,57",0,"3,213550226","3,181732897","3,213550226",EUROPA
2015,10,14,14/10/2015,CARTAGENA,AGROINDUSTRIAL UNIDAS DE CACAO,249780,269055,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"765516,29",10500,3653,0,"3,064762151","2,845203732","3,064762151",AMÉRICA
2015,10,14,14/10/2015,CARTAGENA,AGROINDUSTRIAL UNIDAS DE CACAO,33277,33590,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"94422,46",2100,"730,64",0,"2,837469123","2,811028878","2,837469123",AMÉRICA
2015,10,14,14/10/2015,CARTAGENA,AGROINDUSTRIAL UNIDAS DE CACAO,99969,100910,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"286588,64",4200,"1461,21",0,"2,8667751","2,840042018","2,8667751",AMÉRICA
2015,10,14,14/10/2015,CARTAGENA,COLCOCOA S.A.R.L.,25025,25256,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,68068,0,0,0,"2,72","2,695121951","2,72",EUROPA
