Año,Mes,Dia,Fecha,Aduana_De_Embarque,Razón_social_del_importador,Peso_en_kilos_netos,Peso_en_kilos_brutos,País_de_Destino,Departamento_Origen,Departamento_De_Procedencia,Vía_de_transporte,Valor_FOB_(USD),Valor_Flete,Valor_seguro,Valor_otros,Precio_Unitario_FOB_(USD)_Peso_Neto,Precio_Unitario_FOB_(USD)_Peso Bruto,Precio_Unitario_FOB_(USD)_Cantidad,Continente_Destino
2016,8,30,30/8/2016,CARTAGENA,AGROINDUSTRIA UNIDAS DE CACAO S.A DE C.V.,199824,201704,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"606465,84",0,0,0,"3,035","3,006712014","3,035",AMÉRICA
2016,9,2,2/9/2016,CARTAGENA,COLCOCOA SARL,74337,75030,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,234234,0,0,0,"3,150974616","3,121871251","3,150974616",EUROPA
2016,9,5,5/9/2016,BOGOTÁ,ROVEG FRUIT B.V.,10,"12,8",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,36,"15,29",0,0,"3,6","2,8125","3,6",EUROPA
2016,9,5,5/9/2016,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,"7,5","9,11",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"26,4","12,43",0,0,"3,52","2,89791438","3,52",EUROPA
2016,9,5,5/9/2016,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,"27,5","33,43",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"85,8",0,0,0,"3,12","2,566556985","3,12",EUROPA
2016,9,6,6/9/2016,CARTAGENA,LE CERCLE DU CACAO SPRL,1000,1010,BÉLGICA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,6784,0,0,0,"6,784","6,716831683","6,784",EUROPA
2016,9,9,9/9/2016,CARTAGENA,COLCOCOA SARL,24849,25080,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,78078,0,0,0,"3,142098274","3,113157895","3,142098274",EUROPA
2016,9,9,9/9/2016,BOGOTÁ,MARIA LUCIA CONTATORE FOGLINO,240,244,URUGUAY,SANTANDER,SANTANDER,TRANSPORTE AÉREO,"1312,15","752,8",70,0,"5,467291667","5,377663934","5,467291667",AMÉRICA
2016,9,13,13/9/2016,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,CALDAS,BOGOTÁ,TRANSPORTE MARÍTIMO,"76932,24","998,76",0,0,"3,08","3,04950495","3,08",AMÉRICA
2016,9,14,14/9/2016,BUENAVENTURA,FINO DE AROMA CO LTD,400,"409,28",JAPÓN,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,2320,0,0,0,"5,8","5,668491009","5,8",ASIA
2016,9,14,14/9/2016,BUENAVENTURA,MAYUMI OGATA,3200,3270,JAPÓN,CAUCA,CAUCA,TRANSPORTE MARÍTIMO,22800,0,0,0,"7,125","6,972477064","7,125",ASIA
2016,9,20,20/9/2016,CARTAGENA,INTERNATIONAL COCOA INC,25000,25250,PAÍSES BAJOS (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,80250,0,0,0,"3,21","3,178217822","3,21",EUROPA
2016,9,21,21/9/2016,CARTAGENA,FERRERO TRADING LUX S.A.,49818,50280,BÉLGICA (UE),HUILA,ANTIOQUIA,TRANSPORTE MARÍTIMO,156156,0,0,0,"3,134529688","3,105727924","3,134529688",EUROPA
2016,9,23,23/9/2016,CARTAGENA,WALTER MATTER S.A,75000,75630,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"225237,5",0,0,0,"3,003166667","2,978150205","3,003166667",EUROPA
2016,9,23,23/9/2016,CARTAGENA,MOLENBERGNATIE ESPAÑA S L.,25000,25210,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"75237,5",0,0,0,"3,0095","2,984430781","3,0095",EUROPA
2016,9,26,26/9/2016,CARTAGENA,COLCOCOA S.A.R.L.,25025,25256,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,82082,1100,1100,0,"3,28","3,25","3,28",EUROPA
2016,9,26,26/9/2016,CARTAGENA,COLCOCOA S.A.R.L.,25025,25256,ITALIA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,68068,0,0,0,"2,72","2,695121951","2,72",EUROPA
2016,9,26,26/9/2016,CARTAGENA,COLCOCOA S.A.R.L.,50050,50512,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,154154,0,0,0,"3,08","3,051829268","3,08",EUROPA
2016,9,26,26/9/2016,CARTAGENA,COLCOCOA S.A.R.L.,25025,25256,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,81081,1100,1100,0,"3,24","3,210365854","3,24",EUROPA
2016,9,28,28/9/2016,CARTAGENA,NATRA CACAO S.L,25000,25210,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,76000,0,0,0,"3,04","3,014676716","3,04",EUROPA
2016,9,28,28/9/2016,CARTAGENA,NEDERLAND S.A.,50000,50500,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"151812,88","2537,12",150,0,"3,0362576","3,006195644","3,0362576",EUROPA
2016,10,5,5/10/2016,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,45,"54,26",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"140,4",0,0,0,"3,12","2,587541467","3,12",EUROPA
2016,10,5,5/10/2016,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,10,"11,93",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"35,2","18,87",0,0,"3,52","2,950544845","3,52",EUROPA
2016,10,7,7/10/2016,CARTAGENA,FERRERO TRADING LUX S.A.,49628,50090,BÉLGICA (UE),HUILA,ANTIOQUIA,TRANSPORTE MARÍTIMO,148148,0,0,0,"2,985169662","2,957636255","2,985169662",EUROPA
2016,10,11,11/10/2016,SANTA MARTA,"HOTEL CHOCOLAT LTD,",3000,3060,REINO UNIDO (UE),MAGDALENA,MAGDALENA,TRANSPORTE MARÍTIMO,21920,0,0,0,"7,306666667","7,163398693","7,306666667",EUROPA
2016,10,18,18/10/2016,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"78680,7","999,3",0,0,"3,15","3,118811881","3,15",AMÉRICA
2016,10,19,19/10/2016,CARTAGENA,COLCOCOA S.A.R.L.,50050,50512,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,154154,0,0,0,"3,08","3,051829268","3,08",EUROPA
2016,10,25,25/10/2016,CARTAGENA,AGROINDUSTRIAS UNIDAS DE CACAO S.A. DE C.V.,24978,25213,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"74256,06",800,"377,5",0,"2,972858515","2,945149724","2,972858515",AMÉRICA
2016,10,25,25/10/2016,CARTAGENA,AGROINDUSTRIAS UNIDAS DE CACAO S.A. DE C.V.,49956,50426,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"148512,12",1600,755,0,"2,972858515","2,945149724","2,972858515",AMÉRICA
2016,10,27,27/10/2016,CARTAGENA,MOLENBERGNATIE ESPAÑA SL,50000,50420,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,139600,0,0,0,"2,792","2,768742562","2,792",EUROPA
2016,10,5,5/10/2016,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,45,"54,26",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"140,4",0,0,0,"3,12","2,587541467","3,12",EUROPA
2016,10,5,5/10/2016,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,10,"11,93",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"35,2","18,87",0,0,"3,52","2,950544845","3,52",EUROPA
2016,10,7,7/10/2016,CARTAGENA,FERRERO TRADING LUX S.A.,49628,50090,BÉLGICA (UE),HUILA,ANTIOQUIA,TRANSPORTE MARÍTIMO,148148,0,0,0,"2,985169662","2,957636255","2,985169662",EUROPA
2016,10,11,11/10/2016,SANTA MARTA,"HOTEL CHOCOLAT LTD,",3000,3060,REINO UNIDO (UE),MAGDALENA,MAGDALENA,TRANSPORTE MARÍTIMO,21920,0,0,0,"7,306666667","7,163398693","7,306666667",EUROPA
2016,10,18,18/10/2016,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"78680,7","999,3",0,0,"3,15","3,118811881","3,15",AMÉRICA
2016,10,19,19/10/2016,CARTAGENA,COLCOCOA S.A.R.L.,50050,50512,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,154154,0,0,0,"3,08","3,051829268","3,08",EUROPA
2016,10,25,25/10/2016,CARTAGENA,AGROINDUSTRIAS UNIDAS DE CACAO S.A. DE C.V.,24978,25213,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"74256,06",800,"377,5",0,"2,972858515","2,945149724","2,972858515",AMÉRICA
2016,10,25,25/10/2016,CARTAGENA,AGROINDUSTRIAS UNIDAS DE CACAO S.A. DE C.V.,49956,50426,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"148512,12",1600,755,0,"2,972858515","2,945149724","2,972858515",AMÉRICA
2016,10,27,27/10/2016,CARTAGENA,MOLENBERGNATIE ESPAÑA SL,50000,50420,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,139600,0,0,0,"2,792","2,768742562","2,792",EUROPA
2016,11,1,1/11/2016,CARTAGENA,NEWCHEM S.R.L.,1200,"1271,62",ITALIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"5596,91",0,0,0,"4,664091667","4,401401362","4,664091667",EUROPA
2016,11,1,1/11/2016,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"75683,34","998,66",0,0,"3,03",3,"3,03",AMÉRICA
2016,11,2,2/11/2016,BOGOTÁ,ROVEG FRUIT B.V.,10,13,PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,36,"12,87",0,0,"3,6","2,769230769","3,6",EUROPA
2016,11,2,2/11/2016,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,"27,5","33,25",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"85,8",0,0,0,"3,12","2,580451128","3,12",EUROPA
2016,11,2,2/11/2016,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,"17,5","20,81",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"61,6","35,66",0,0,"3,52","2,960115329","3,52",EUROPA
2016,11,3,3/11/2016,CARTAGENA,FERRERO TRADING LUX S.A.,24919,25150,BÉLGICA (UE),NORTE DE SANTANDER,NORTE DE SANTANDER,TRANSPORTE MARÍTIMO,74074,0,0,0,"2,972591195","2,94528827","2,972591195",EUROPA
2016,11,3,3/11/2016,CARTAGENA,FERRERO TRADING LUX S.A.,24959,25190,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,74074,0,0,0,"2,967827237","2,940611354","2,967827237",EUROPA
2016,11,9,9/11/2016,CARTAGENA,CURITIBA S.R.L. CUIT 30-55916194-9,3600,3668,ARGENTINA,CAUCA,CAUCA,TRANSPORTE MARÍTIMO,19440,0,0,0,"5,4","5,299890949","5,4",AMÉRICA
2016,11,10,10/11/2016,CARTAGENA,FERRERO TRADIN LUX,25000,25210,BÉLGICA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,81200,1925,0,0,"3,248","3,22094407","3,248",EUROPA
2016,11,10,10/11/2016,CARTAGENA,NATRA CACAO S.L.,50000,50420,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,154975,0,0,0,"3,0995","3,073681079","3,0995",EUROPA
2016,11,10,10/11/2016,CARTAGENA,TO THE ORDER WALTER MATTER S.A.,25000,25210,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,66850,0,0,0,"2,674","2,651725506","2,674",EUROPA
2016,11,18,18/11/2016,CARTAGENA,FERRERO TRADING LUX S.A.,74797,75490,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,222222,0,0,0,"2,971001511","2,943727646","2,971001511",EUROPA
2016,11,23,23/11/2016,CARTAGENA,FERRERO TRADING LUX S.A.,74817,75510,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,222222,0,0,0,"2,970207306","2,942947954","2,970207306",EUROPA
2016,12,5,5/12/2016,BOGOTÁ,MHS INTERNATIONAL GMBH AND CO.KG,10,"12,01",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"31,2",0,0,0,"3,12","2,597835137","3,12",EUROPA
2016,12,5,5/12/2016,BOGOTÁ,ZIMPELMANN SELECT-FRUIT GMBH Y CO. KG,"2,5","2,99",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"8,8","5,07",0,0,"3,52","2,943143813","3,52",EUROPA
2016,12,5,5/12/2016,BOGOTÁ,ROVEG FRUIT B.V.,"2,5","3,33",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,9,"5,03",0,0,"3,6","2,702702703","3,6",EUROPA
2016,12,6,6/12/2016,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"75683,34","998,66",0,0,"3,03",3,"3,03",AMÉRICA
2016,12,7,7/12/2016,CARTAGENA,HD COTTERELL BV,25000,25250,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,76500,0,0,0,"3,06","3,02970297","3,06",EUROPA
2016,12,15,15/12/2016,CARTAGENA,NATRA CACAO S.L.,25000,25210,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,79150,0,0,0,"3,166","3,139627132","3,166",EUROPA
2016,12,15,15/12/2016,CARTAGENA,TO THE ORDER WALTER MATTER S.A.,75000,75630,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,177025,0,0,0,"2,360333333","2,340671691","2,360333333",EUROPA
2016,12,15,15/12/2016,CARTAGENA,FERRERO TRADIN LUX,25000,25210,BÉLGICA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,77250,1925,0,0,"3,09","3,064260214","3,09",EUROPA
2016,12,15,15/12/2016,CARTAGENA,AGROINDUSTRIAS UNIDAS DE CACAO S.A. DE C.V.,24840,25074,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"73839,64",800,"377,16",0,"2,972610306","2,944868788","2,972610306",AMÉRICA
2016,12,15,15/12/2016,CARTAGENA,AGROINDUSTRIAS UNIDAS DE CACAO S.A. DE C.V.,24978,25213,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"60462,92",800,"307,85",0,"2,420646969","2,398085115","2,420646969",AMÉRICA
2016,12,20,20/12/2016,BUENAVENTURA,FERRERO TRADING LUX,25000,25210,BÉLGICA (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,79950,1950,0,0,"3,198","3,171360571","3,198",EUROPA
2016,12,20,20/12/2016,CARTAGENA,FERRERO TRADING LUX S.A.,99547,100571,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,296296,0,0,0,"2,976443288","2,946137555","2,976443288",EUROPA
2016,12,20,20/12/2016,BUENAVENTURA,FINO DE AROMA CO LTD,200,"203,34",JAPÓN,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,1140,0,0,0,"5,7","5,606373562","5,7",ASIA
2016,12,23,23/12/2016,CARTAGENA,ORIGINAL BEANS EORI: NL822920682,3000,3060,PAÍSES BAJOS (UE),CAUCA,CAUCA,TRANSPORTE MARÍTIMO,19500,0,0,0,"6,5","6,37254902","6,5",EUROPA
2016,12,24,24/12/2016,CARTAGENA,BOHNKAF-KOLONIAL GMBH & CO. KG,12500,12675,ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,50375,0,0,0,"4,03","3,974358974","4,03",EUROPA
2016,12,30,30/12/2016,CARTAGENA,FERRERO TRADING LUX S.A.,74967,75660,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,230230,0,0,0,"3,071084611","3,042955326","3,071084611",EUROPA
2016,12,30,30/12/2016,CARTAGENA,FERRERO TRADING LUX S.A.,74657,75350,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,218218,0,0,0,"2,922940916","2,896058394","2,922940916",EUROPA
2017,1,6,6/1/2017,CARTAGENA,FERRERO TRADING LUX S.A.,24996,25227,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,70070,0,0,0,"2,80324852","2,777579577","2,80324852",EUROPA
2017,1,6,6/1/2017,CARTAGENA,FERRERO TRADING LUX S.A.,74710,75403,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,210210,0,0,0,"2,813679561","2,787820113","2,813679561",EUROPA
2017,1,12,12/1/2017,SANTA MARTA,"HOTEL CHOCOLAT LTD,",12000,12240,REINO UNIDO (UE),MAGDALENA,MAGDALENA,TRANSPORTE MARÍTIMO,77420,0,0,0,"6,451666667","6,325163399","6,451666667",EUROPA
2017,1,13,13/1/2017,BUENAVENTURA,FERRERO TRADING LUX,25000,25210,BÉLGICA (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,76000,1950,0,0,"3,04","3,014676716","3,04",EUROPA
2017,1,17,17/1/2017,CARTAGENA,COCOANECT,25000,25210,MALASIA,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,53225,0,0,0,"2,129","2,111265371","2,129",ASIA
2017,1,26,26/1/2017,CARTAGENA,COCOANECT BV,50000,50400,MALASIA,NORTE DE SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,111550,0,0,0,"2,231","2,213293651","2,231",ASIA
2017,1,26,26/1/2017,CARTAGENA,FERRERO TRADING LUX S.A.,74957,75650,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,210210,0,0,0,"2,804407861","2,778717779","2,804407861",EUROPA
2017,1,26,26/1/2017,CARTAGENA,FERRERO TRADING LUX S.A.,25009,25240,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,70070,0,0,0,"2,801791355","2,77614897","2,801791355",EUROPA
2017,1,26,26/1/2017,CARTAGENA,NEDERLAND S.A,50000,50400,ESPAÑA (UE),NORTE DE SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,105700,0,0,0,"2,114","2,097222222","2,114",EUROPA
2017,1,27,27/1/2017,CARTAGENA,HD Cotterell B.V.,25000,25250,PAÍSES BAJOS (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,75250,0,0,0,"3,01","2,98019802","3,01",EUROPA
2017,1,31,31/1/2017,CARTAGENA,WILHELM EBERHARD OHG,1500,1550,PAÍSES BAJOS (UE),TOLIMA,TOLIMA,TRANSPORTE MARÍTIMO,"7969,5",0,0,0,"5,313","5,141612903","5,313",EUROPA
2017,2,3,3/2/2017,CARTAGENA,FERRERO TRADING LUX S.A.,49678,50140,BÉLGICA (UE),MAGDALENA,MAGDALENA,TRANSPORTE MARÍTIMO,140140,0,0,0,"2,820967028","2,794974073","2,820967028",EUROPA
2017,2,3,3/2/2017,CARTAGENA,FERRERO TRADING LUX S.A.,74387,75080,BÉLGICA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,210210,0,0,0,"2,825896998","2,799813532","2,825896998",EUROPA
2017,2,6,6/2/2017,CARTAGENA,NEDERLAND S.A.,50000,50400,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,101000,0,0,0,"2,02","2,003968254","2,02",EUROPA
2017,2,7,7/2/2017,BUENAVENTURA,"CARGIL JAPAN, LTD.",6000,6120,JAPÓN,CAUCA,CAUCA,TRANSPORTE MARÍTIMO,40800,0,0,0,"6,8","6,666666667","6,8",ASIA
2017,2,7,7/2/2017,CARTAGENA,"HD Cotterell BV,",25000,25250,PAÍSES BAJOS (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,75250,0,0,0,"3,01","2,98019802","3,01",EUROPA
2017,2,9,9/2/2017,CARTAGENA,AGROINDUSTRIAS UNIDAS DE CACAO S.A. DE C.V.,74934,75639,MÉXICO,SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"181208,31",2580,924,0,"2,41823885","2,395699441","2,41823885",AMÉRICA
2017,2,9,9/2/2017,CARTAGENA,GUAN CHONG COCAA MANUFACTURER SDN,25000,25210,MALASIA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,73350,0,0,0,"2,934","2,909559699","2,934",ASIA
2017,2,13,13/2/2017,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"73934,88","999,12",0,0,"2,96","2,930693069","2,96",AMÉRICA
2017,2,15,15/2/2017,BOGOTÁ,DIRECT ORIGIN TRADING LLC/KARL WIENHOLD,1000,1005,ESTADOS UNIDOS,BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,"3747,85",0,0,0,"3,74785","3,72920398","3,74785",AMÉRICA
2017,2,18,18/2/2017,CARTAGENA,JAMES HINTON JR,"423,72","434,92",CANADÁ,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"2910,64",0,0,0,"6,86925328","6,692357215","6,86925328",AMÉRICA
2017,2,22,22/2/2017,CARTAGENA,FERRERO TRADING LUX S.A.,50008,50470,BÉLGICA (UE),MAGDALENA,MAGDALENA,TRANSPORTE MARÍTIMO,140140,0,0,0,"2,802351624","2,776699029","2,802351624",EUROPA
2017,2,22,22/2/2017,CARTAGENA,FERRERO TRADING LUX S.A.,75167,75860,PAÍSES BAJOS (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,218218,0,0,0,"2,903109077","2,876588452","2,903109077",EUROPA
2017,2,22,22/2/2017,CARTAGENA,FERRERO TRADING LUX S.A.,49918,50380,PAÍSES BAJOS (UE),MAGDALENA,MAGDALENA,TRANSPORTE MARÍTIMO,148148,0,0,0,"2,967827237","2,940611354","2,967827237",EUROPA
2017,2,23,23/2/2017,CARTAGENA,FERRERO TRADING LUX S.A.,75417,76110,PAÍSES BAJOS (UE),MAGDALENA,MAGDALENA,TRANSPORTE MARÍTIMO,222222,0,0,0,"2,946577032","2,919747734","2,946577032",EUROPA
2017,2,24,24/2/2017,SANTA MARTA,CASA LUKER EUROPE BVBA,540,"563,61",REINO UNIDO (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"2185,99","98,2","0,81",0,"4,04812963","3,878550771","4,04812963",EUROPA
2017,2,24,24/2/2017,CARTAGENA,NEDERLAND S.A,50000,50400,ESPAÑA (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,106000,0,0,0,"2,12","2,103174603","2,12",EUROPA
2017,2,27,27/2/2017,SANTA MARTA,SWEET PRO,12006,"12126,06",ALEMANIA (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"38290,74",630,"13,41",0,"3,18930035","3,157723119","3,18930035",EUROPA
2017,2,27,27/2/2017,CARTAGENA,HD COTTERELL BV,13580,13693,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,37345,"1050,2",172,0,"2,75","2,727305923","2,75",EUROPA
2017,3,1,1/3/2017,BOGOTÁ,ROVEG FRUIT B.V.,10,"12,95",PAÍSES BAJOS (UE),BOGOTÁ,BOGOTÁ,TRANSPORTE AÉREO,36,"17,53",0,0,"3,6","2,77992278","3,6",EUROPA
2017,3,2,2/3/2017,CARTAGENA,ESCONDIDO COFFEE & COCOA GMBH,25000,25250,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,56625,0,0,0,"2,265","2,242574257","2,265",EUROPA
2017,3,6,6/3/2017,CARTAGENA,FERRERO TRADING LUX S.A.,50018,50480,PAÍSES BAJOS (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,148148,0,0,0,"2,961893718","2,934786054","2,961893718",EUROPA
2017,3,6,6/3/2017,CARTAGENA,FERRERO TRADING LUX S.A.,74858,75551,PAÍSES BAJOS (UE),HUILA,MAGDALENA,TRANSPORTE MARÍTIMO,222222,0,0,0,"2,968580512","2,941350876","2,968580512",EUROPA
2017,3,7,7/3/2017,CARTAGENA,BOHNKAF KOLONIAL GMBH,12500,12630,ALEMANIA (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,36250,0,0,0,"2,9","2,870150435","2,9",EUROPA
2017,3,7,7/3/2017,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"73934,88","999,12",0,0,"2,96","2,930693069","2,96",AMÉRICA
2017,3,7,7/3/2017,CARTAGENA,SUCESORES DE JOSE SALGADO S A I C,24978,"25227,78",ARGENTINA,BOGOTÁ,BOGOTÁ,TRANSPORTE MARÍTIMO,"67440,6","999,4",0,0,"2,7","2,673267327","2,7",AMÉRICA
2017,3,13,13/3/2017,CARTAGENA,HD COTTERELL BV,25000,25250,PAÍSES BAJOS (UE),NARIÑO,NARIÑO,TRANSPORTE MARÍTIMO,67250,0,0,0,"2,69","2,663366337","2,69",EUROPA
2017,3,13,13/3/2017,CARTAGENA,FERRERO TRADING LUX S.A.,99726,100650,PAÍSES BAJOS (UE),HUILA,MAGDALENA,TRANSPORTE MARÍTIMO,280280,0,0,0,"2,810500772","2,784699454","2,810500772",EUROPA
2017,3,13,13/3/2017,CARTAGENA,FERRERO TRADING LUX S.A.,24779,25010,PAÍSES BAJOS (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,70070,0,0,0,"2,827797732","2,801679328","2,827797732",EUROPA
2017,3,13,13/3/2017,CARTAGENA,FERRERO TRADING LUX S.A.,74877,75570,PAÍSES BAJOS (UE),HUILA,MAGDALENA,TRANSPORTE MARÍTIMO,210210,0,0,0,"2,807404143","2,781659389","2,807404143",EUROPA
2017,3,13,13/3/2017,CARTAGENA,FERRERO TRADING LUX S.A.,50058,50520,PAÍSES BAJOS (UE),HUILA,HUILA,TRANSPORTE MARÍTIMO,140140,0,0,0,"2,799552519","2,773950911","2,799552519",EUROPA
2017,3,15,15/3/2017,SANTA MARTA,CWT Commodities (Amsterdam) B.V.,24965,25200,PAÍSES BAJOS (UE),SANTANDER,SANTANDER,TRANSPORTE MARÍTIMO,"559921,6",0,0,0,"22,42826357","22,21911111","22,42826357",EUROPA
