Country_origen;Year;Quantity;Import;Type;Valor_euro
Other;2021;4;Netherlands;Chocolates o bombones;220
Germany;2021;4743181;Netherlands;Otros productos con cacao;23541871
Germany;2021;719506;Netherlands;Otros productos con cacao;1387032
Austria;2021;142075;Netherlands;Otros productos con cacao;130644
Belgium;2021;1008;Netherlands;Otros productos con cacao;5456
Other;2021;3520;Netherlands;Otros productos con cacao;4716
Bulgaria;2021;3085;Netherlands;Otros productos con cacao;4380
Other;2021;642233;Netherlands;Otros productos con cacao;1146178
China;2021;3;Netherlands;Otros productos con cacao;33
Colombia;2021;11;Netherlands;Otros productos con cacao;19
Other;2021;2;Netherlands;Otros productos con cacao;26
China;2021;17092;Netherlands;Otros productos con cacao;167082
Cyprus;2021;159;Netherlands;Otros productos con cacao;1001
Colombia;2021;7;Netherlands;Otros productos con cacao;106
Other;2021;4;Netherlands;Otros productos con cacao;85
Ivory Coast;2021;13;Netherlands;Otros productos con cacao;93
Croatia;2021;3681;Netherlands;Otros productos con cacao;22886
Denmark;2021;143463;Netherlands;Otros productos con cacao;1024439
Ecuador;2021;21343;Netherlands;Otros productos con cacao;357683
United Arab Emirates;2021;65;Netherlands;Otros productos con cacao;381
Slovakia;2021;44596;Netherlands;Otros productos con cacao;404863
Croatia;2021;21;Netherlands;Otros productos con cacao;71
Ghana;2021;20201733;Netherlands;Otros productos con cacao;63389483
Greece;2021;2525;Netherlands;Otros productos con cacao;8056
Guatemala;2021;5540;Netherlands;Otros productos con cacao;35950
Hungary;2021;426;Netherlands;Otros productos con cacao;1358
Indonesia;2021;1106;Netherlands;Otros productos con cacao;15102
Ireland;2021;19;Netherlands;Otros productos con cacao;67
Italy;2021;52811;Netherlands;Otros productos con cacao;153151
Japan;2021;20032;Netherlands;Otros productos con cacao;64714
Latvia;2021;11;Netherlands;Otros productos con cacao;35
Australia;2021;700;Netherlands;Otros productos con cacao;3516
Austria;2021;71889;Netherlands;Otros productos con cacao;319207
Belgium;2021;4371042;Netherlands;Otros productos con cacao;25293718
Other;2021;53241;Netherlands;Otros productos con cacao;183271
Slovenia;2021;3165;Netherlands;Otros productos con cacao;38796
Spain;2021;38355;Netherlands;Otros productos con cacao;160617
United States;2021;19708;Netherlands;Otros productos con cacao;229944
Lithuania;2021;263;Netherlands;Otros productos con cacao;841
Luxembourg;2021;635;Netherlands;Otros productos con cacao;2026
United Kingdom;2021;31969;Netherlands;Otros productos con cacao;172832
Czech Republic;2021;717;Netherlands;Otros productos con cacao;2283
Other;2021;16;Netherlands;Otros productos con cacao;47
Romania;2021;410;Netherlands;Otros productos con cacao;4835
Russia;2021;20;Netherlands;Otros productos con cacao;60
Sweden;2021;2658;Netherlands;Cáscara, películas y demás desechos de cacao;479
Other;2021;1308;Netherlands;Cáscara, películas y demás desechos de cacao;575
Germany;2021;6149239;Netherlands;Otros productos con cacao;23730951
Other;2021;18000;Netherlands;Otros productos con cacao;54886
Austria;2021;2164;Netherlands;Otros productos con cacao;6908
Belgium;2021;3882582;Netherlands;Otros productos con cacao;9905544
Denmark;2021;1158;Netherlands;Otros productos con cacao;3693
Other;2021;10286;Netherlands;Otros productos con cacao;53189
Argentina;2021;102;Netherlands;Otros productos con cacao;722
Hungary;2021;63443;Netherlands;Chocolates o bombones;122572
India;2021;1007;Netherlands;Chocolates o bombones;25494
Indonesia;2021;12585;Netherlands;Chocolates o bombones;36302
Ireland;2021;114071;Netherlands;Chocolates o bombones;711469
Iceland;2021;143;Netherlands;Chocolates o bombones;2296
Israel;2021;173;Netherlands;Chocolates o bombones;2144
Italy;2021;196960;Netherlands;Chocolates o bombones;1727284
Other;2021;1;Netherlands;Chocolates o bombones;128
Japan;2021;2685;Netherlands;Chocolates o bombones;20674
Other;2021;13;Netherlands;Chocolates o bombones;320
Other;2021;18860;Netherlands;Otros productos con cacao;26802
Brazil;2021;156;Netherlands;Otros productos con cacao;612
Bulgaria;2021;1687;Netherlands;Otros productos con cacao;5386
Other;2021;1499976;Netherlands;Otros productos con cacao;3783790
Canada;2021;23;Netherlands;Otros productos con cacao;67
Cyprus;2021;5;Netherlands;Otros productos con cacao;15
Colombia;2021;60094;Netherlands;Otros productos con cacao;229592
Ivory Coast;2021;86532167;Netherlands;Otros productos con cacao;260617352
Other;2021;664094;Netherlands;Cacao en grano;1925818
Vietnam;2021;827;Netherlands;Cacao en grano;5788
Other;2021;82957;Netherlands;Cacao en grano;296459
Denmark;2021;18088;Netherlands;Cáscara, películas y demás desechos de cacao;3400
Ecuador;2021;2719;Netherlands;Cáscara, películas y demás desechos de cacao;6985
Slovakia;2021;3188;Netherlands;Cáscara, películas y demás desechos de cacao;574
Slovenia;2021;7972;Netherlands;Cáscara, películas y demás desechos de cacao;1435
Spain;2021;19652;Netherlands;Cáscara, películas y demás desechos de cacao;3653
Estonia;2021;429;Netherlands;Cáscara, películas y demás desechos de cacao;77
Slovakia;2021;2044;Netherlands;Otros productos con cacao;18141
Slovenia;2021;1103;Netherlands;Otros productos con cacao;9705
Spain;2021;784610;Netherlands;Otros productos con cacao;9074278
Sweden;2021;3496;Netherlands;Con contenido de Manteca de cacao;15458
Belgium;2021;1662;Netherlands;Otros productos con cacao;12731
Malaysia;2021;74;Netherlands;Cacao en grano;266
Other;2021;119;Netherlands;Cacao en grano;356
Mexico;2021;22062;Netherlands;Cacao en grano;110759
Colombia;2021;1184;Netherlands;Otros productos con cacao;5973
Croatia;2021;641;Netherlands;Otros productos con cacao;3221
Denmark;2021;4733;Netherlands;Otros productos con cacao;25876
Slovakia;2021;510;Netherlands;Otros productos con cacao;2549
Slovenia;2021;1678;Netherlands;Otros productos con cacao;8402
Spain;2021;5314;Netherlands;Otros productos con cacao;38356
United States;2021;1009;Netherlands;Otros productos con cacao;17342
Estonia;2021;324;Netherlands;Otros productos con cacao;1624
Finland;2021;1564;Netherlands;Otros productos con cacao;7844
France;2021;591852;Netherlands;Otros productos con cacao;2563504
Ghana;2021;5;Netherlands;Otros productos con cacao;76
Greece;2021;220;Netherlands;Otros productos con cacao;1104
United Kingdom;2021;0;Netherlands;Otros productos con cacao;1
Germany;2021;60547;Netherlands;Otros productos con cacao;269316
Austria;2021;9877;Netherlands;Otros productos con cacao;35009
Cyprus;2021;4;Netherlands;Cacao en grano;16
Colombia;2021;226381;Netherlands;Cacao en grano;650878
Other;2021;484397;Netherlands;Cacao en grano;1144804
Slovenia;2021;486;Netherlands;Cacao en grano;1468
Belgium;2021;3590673;Netherlands;Con contenido de Manteca de cacao;11795815
Bulgaria;2021;690;Netherlands;Con contenido de Manteca de cacao;3051
Cyprus;2021;12;Netherlands;Con contenido de Manteca de cacao;53
Croatia;2021;143;Netherlands;Con contenido de Manteca de cacao;632
Denmark;2021;5369;Netherlands;Con contenido de Manteca de cacao;23193
Slovakia;2021;50;Netherlands;Con contenido de Manteca de cacao;220
Slovenia;2021;394;Netherlands;Con contenido de Manteca de cacao;1740
Spain;2021;3724;Netherlands;Con contenido de Manteca de cacao;16454
Estonia;2021;52;Netherlands;Con contenido de Manteca de cacao;237
Finland;2021;733;Netherlands;Con contenido de Manteca de cacao;3233
Spain;2021;87199;Netherlands;Cacao en grano;231611
United States;2021;99850;Netherlands;Cacao en grano;139125
Other;2021;379;Netherlands;Otros productos con cacao;1784
Hungary;2021;4373;Netherlands;Otros productos con cacao;21899
Czech Republic;2021;19754;Netherlands;Otros productos con cacao;108910
Romania;2021;5034;Netherlands;Otros productos con cacao;25226
France;2021;40551;Netherlands;Con contenido de Manteca de cacao;152212
Lithuania;2021;367;Netherlands;Otros productos con cacao;2083
Luxembourg;2021;587;Netherlands;Otros productos con cacao;3329
Malaysia;2021;78;Netherlands;Otros productos con cacao;893
Other;2021;18;Netherlands;Otros productos con cacao;110
Poland;2021;14582469;Netherlands;Otros productos con cacao;50123594
Portugal;2021;9658;Netherlands;Otros productos con cacao;20359
United Kingdom;2021;1300183;Netherlands;Otros productos con cacao;8587353
Czech Republic;2021;671974;Netherlands;Otros productos con cacao;3000735
Romania;2021;6757;Netherlands;Otros productos con cacao;27398
Greece;2021;252;Netherlands;Con contenido de Manteca de cacao;1109
Romania;2021;618;Netherlands;Con contenido de Manteca de cacao;2736
Lithuania;2021;460;Netherlands;Con contenido de Manteca de cacao;1644
Luxembourg;2021;1469;Netherlands;Con contenido de Manteca de cacao;5225
Other;2021;35;Netherlands;Con contenido de Manteca de cacao;125
Poland;2021;46901;Netherlands;Con contenido de Manteca de cacao;193329
Germany;2021;5246885;Netherlands;Cacao en grano;13768160
Slovenia;2021;1353;Netherlands;Con contenido de Manteca de cacao;4824
Spain;2021;6694;Netherlands;Con contenido de Manteca de cacao;23833
United States;2021;37;Netherlands;Con contenido de Manteca de cacao;394
Estonia;2021;309;Netherlands;Con contenido de Manteca de cacao;1102
Finland;2021;736;Netherlands;Con contenido de Manteca de cacao;2617
France;2021;32964;Netherlands;Con contenido de Manteca de cacao;96818
Greece;2021;115;Netherlands;Con contenido de Manteca de cacao;406
Hungary;2021;726;Netherlands;Con contenido de Manteca de cacao;2585
Portugal;2021;455;Netherlands;Con contenido de Manteca de cacao;1616
United Kingdom;2021;472646;Netherlands;Con contenido de Manteca de cacao;1008220
Czech Republic;2021;873;Netherlands;Con contenido de Manteca de cacao;3117
Italy;2021;227298;Netherlands;Otros productos con cacao;983963
Japan;2021;1757;Netherlands;Otros productos con cacao;21480
Other;2021;141;Netherlands;Otros productos con cacao;625
Latvia;2021;597;Netherlands;Otros productos con cacao;3396
Russia;2021;448449;Netherlands;Otros productos con cacao;1200778
Other;2021;14;Netherlands;Otros productos con cacao;61
South Africa;2021;532;Netherlands;Otros productos con cacao;2651
Sweden;2021;28672;Netherlands;Otros productos con cacao;118007
Romania;2021;6129;Netherlands;Con contenido de Manteca de cacao;22466
Sweden;2021;3507;Netherlands;Con contenido de Manteca de cacao;12269
Switzerland;2021;1667;Netherlands;Con contenido de Manteca de cacao;7851
Russia;2021;247;Netherlands;Chocolates o bombones;3030
Other;2021;29;Netherlands;Chocolates o bombones;1773
South Africa;2021;39;Netherlands;Chocolates o bombones;212
Sweden;2021;15415;Netherlands;Chocolates o bombones;87917
Switzerland;2021;9102;Netherlands;Chocolates o bombones;32614
Thailand;2021;1497;Netherlands;Chocolates o bombones;33265
Belgium;2021;1859783;Netherlands;Otros productos con cacao;9835093
Brazil;2021;1293;Netherlands;Otros productos con cacao;9740
Bulgaria;2021;416383;Netherlands;Otros productos con cacao;1703071
Canada;2021;5424;Netherlands;Otros productos con cacao;42687
China;2021;59725;Netherlands;Otros productos con cacao;144379
Germany;2021;370928;Netherlands;Con contenido de Manteca de cacao;1277805
Austria;2021;3111;Netherlands;Con contenido de Manteca de cacao;13749
France;2021;172803;Netherlands;Con contenido de Manteca de cacao;801677
Greece;2021;1455;Netherlands;Con contenido de Manteca de cacao;7572
Czech Republic;2021;1927;Netherlands;Con contenido de Manteca de cacao;9583
Romania;2021;5644;Netherlands;Con contenido de Manteca de cacao;43911
Sweden;2021;400991;Netherlands;Con contenido de Manteca de cacao;380285
Turkey;2021;468;Netherlands;Con contenido de Manteca de cacao;4418
Other;2021;3445;Netherlands;Con contenido de Manteca de cacao;42002
Germany;2021;2141478;Netherlands;Con contenido de Manteca de cacao;5894907
Austria;2021;2077;Netherlands;Con contenido de Manteca de cacao;7376
Cyprus;2021;25;Netherlands;Otros productos con cacao;144
Croatia;2021;1110;Netherlands;Otros productos con cacao;6320
Belgium;2021;15620240;Netherlands;Con contenido de Manteca de cacao;39864369
Bulgaria;2021;421;Netherlands;Con contenido de Manteca de cacao;1497
Cyprus;2021;207;Netherlands;Con contenido de Manteca de cacao;734
Croatia;2021;617;Netherlands;Con contenido de Manteca de cacao;2197
Denmark;2021;997;Netherlands;Con contenido de Manteca de cacao;3551
Indonesia;2021;9;Netherlands;Con contenido de Manteca de cacao;28
Ireland;2021;7;Netherlands;Con contenido de Manteca de cacao;21
Italy;2021;6435;Netherlands;Con contenido de Manteca de cacao;16770
Latvia;2021;682;Netherlands;Con contenido de Manteca de cacao;2436
Peru;2021;3;Netherlands;Chocolates o bombones;128
Poland;2021;1426676;Netherlands;Chocolates o bombones;5941392
Portugal;2021;585;Netherlands;Chocolates o bombones;4109
Other;2021;1;Netherlands;Chocolates o bombones;104
United Kingdom;2021;245056;Netherlands;Chocolates o bombones;1717706
Czech Republic;2021;35936;Netherlands;Chocolates o bombones;235592
Other;2021;2;Netherlands;Chocolates o bombones;10
Other;2021;1;Netherlands;Chocolates o bombones;78
Turkey;2021;305352;Netherlands;Chocolates o bombones;1056810
Ukraine;2021;3609;Netherlands;Chocolates o bombones;12446
Other;2021;35;Netherlands;Chocolates o bombones;1137
Vietnam;2021;26;Netherlands;Chocolates o bombones;472
Germany;2021;6807053;Netherlands;Otros productos con cacao;22739558
Latvia;2021;261;Netherlands;Con contenido de Manteca de cacao;1292
Lithuania;2021;738;Netherlands;Con contenido de Manteca de cacao;3671
Luxembourg;2021;1112;Netherlands;Con contenido de Manteca de cacao;5531
Other;2021;10;Netherlands;Con contenido de Manteca de cacao;51
Poland;2021;46545;Netherlands;Con contenido de Manteca de cacao;114384
Portugal;2021;1513;Netherlands;Con contenido de Manteca de cacao;7521
United Kingdom;2021;396883;Netherlands;Con contenido de Manteca de cacao;1458660
Argentina;2021;312440;Netherlands;Otros productos con cacao;677562
Slovakia;2021;134887;Netherlands;Chocolates o bombones;803779
Slovenia;2021;929;Netherlands;Chocolates o bombones;6500
Spain;2021;72404;Netherlands;Chocolates o bombones;761542
India;2021;95;Netherlands;Chocolates o bombones;1654
Indonesia;2021;26;Netherlands;Chocolates o bombones;538
Ireland;2021;9886;Netherlands;Chocolates o bombones;77499
Iceland;2021;113;Netherlands;Chocolates o bombones;1751
Israel;2021;32;Netherlands;Chocolates o bombones;968
Italy;2021;2339463;Netherlands;Chocolates o bombones;11250447
Lithuania;2021;0;Netherlands;Otros productos con cacao;9
Luxembourg;2021;244;Netherlands;Otros productos con cacao;1019
Other;2021;202;Netherlands;Otros productos con cacao;815
Poland;2021;237;Netherlands;Otros productos con cacao;993
Portugal;2021;13;Netherlands;Otros productos con cacao;48
United Kingdom;2021;27;Netherlands;Otros productos con cacao;214
Czech Republic;2021;4;Netherlands;Otros productos con cacao;28
Romania;2021;15;Netherlands;Otros productos con cacao;65
South Africa;2021;8830;Netherlands;Otros productos con cacao;38620
Sweden;2021;6;Netherlands;Otros productos con cacao;24
Germany;2021;520835;Netherlands;Con contenido de Manteca de cacao;1879643
Other;2021;1283;Netherlands;Chocolates o bombones;6480
Other;2021;3;Netherlands;Chocolates o bombones;78
Brazil;2021;14399;Netherlands;Chocolates o bombones;57069
Bulgaria;2021;8022;Netherlands;Chocolates o bombones;39279
Other;2021;1;Netherlands;Chocolates o bombones;25
Other;2021;30;Netherlands;Chocolates o bombones;499
Canada;2021;68;Netherlands;Chocolates o bombones;3368
China;2021;4970;Netherlands;Chocolates o bombones;91051
Cyprus;2021;152;Netherlands;Chocolates o bombones;1065
Colombia;2021;16;Netherlands;Chocolates o bombones;472
Ivory Coast;2021;9;Netherlands;Chocolates o bombones;391
Croatia;2021;42359;Netherlands;Chocolates o bombones;94353
United States;2021;8352;Netherlands;Chocolates o bombones;99376
Estonia;2021;138;Netherlands;Chocolates o bombones;975
Spain;2021;27085;Netherlands;Con contenido de Manteca de cacao;124820
United States;2021;3806;Netherlands;Con contenido de Manteca de cacao;18648
Estonia;2021;166;Netherlands;Con contenido de Manteca de cacao;823
Finland;2021;274;Netherlands;Con contenido de Manteca de cacao;1372
Poland;2021;143;Netherlands;Otros productos con cacao;310
Portugal;2021;39;Netherlands;Otros productos con cacao;478
United Kingdom;2021;1081;Netherlands;Otros productos con cacao;5212
Croatia;2021;6;Netherlands;Otros productos con cacao;25
Denmark;2021;0;Netherlands;Otros productos con cacao;1
Other;2021;811;Netherlands;Chocolates o bombones;19816
Finland;2021;20619;Netherlands;Chocolates o bombones;114160
France;2021;175984;Netherlands;Chocolates o bombones;1479641
Ghana;2021;1;Netherlands;Chocolates o bombones;9
Slovenia;2021;1;Netherlands;Otros productos con cacao;7
Spain;2021;5423;Netherlands;Otros productos con cacao;63762
United States;2021;785;Netherlands;Otros productos con cacao;1822
Finland;2021;0;Netherlands;Otros productos con cacao;2
France;2021;0;Netherlands;Otros productos con cacao;1
Greece;2021;7;Netherlands;Otros productos con cacao;34
