centro_operacion,regional,unidad_negocio,condicion_pago,cupo_credito,max_prestamo,min_prestamo,max_pago,total_prestamos,total_pagado,debe,promedio_prestamos,promedio_pagado,promedio_debe,dias_promedio_pago,dias_mora_promedio,max_mora,min_mora,antiguedad,corriente,de_1_30,de_30_60,de_60_90,mayor_90,saldo_final,con_saldos_a_favor,sin_saldos_a_favor,porcentaje_h_pago_a_tiempo,porcentaje_h_1_30,porcentaje_h_30_60,porcentaje_h_60_90,porcentaje_h_mayor_90,porcentaje_total_h,mora_de_1_30,mora_de_30_60,mora_de_60_90,mora_mayor_90
BELLO,DS,GRN,15D,"4500000,00","2183292,70","90198,00","1372455,00","3407715,00","1429155,00","1978560,00","681543,00","285831,00","395712,00",37,22,26,18,85,"429760,00","1548800,00","0,00","0,00","0,00","1548800,00","1978560,00","1978560,00","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
CARTAGENA,DN,CIL,CTD,"0,00","230000,00","137300,00","230000,00","367300,00","367300,00","0,00","183650,00","183650,00","0,00",11,-172,21,-365,85,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","37,38","62,61","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,GRN,CTD,"0,00","7463,00","7463,00","7463,00","7463,00","7463,00","0,00","7463,00","7463,00","0,00",63,42,42,42,3104,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,GRN,CTD,"1,00","525834,86","1976,00","523739,90","2553987,20","2553987,20","0,00","283776,3555","283776,3555","0,00",13,0,26,-27,3623,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","88,28","11,71","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,GRN,30D,"2000000,00","1055060,00","102220,00","141750,00","1189000,00","524750,00","664250,00","198166,6666","87458,3333","110708,3333",40,10,14,2,79,"0,00","664250,00","0,00","0,00","0,00","664250,00","664250,00","664250,00","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
ARMENIA,DS,CIL,CTD,"0,00","272,00","272,00","272,00","0,00","272,00","-272,00","0,00","272,00","-272,00",NULL,NULL,NULL,NULL,79,"0,00","-272,00","0,00","0,00","0,00","-272,00","-272,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,GRN,30D,"30000000,00","16889527,20","16889527,20","0,00","10581480,00","0,00","10581480,00","10581480,00","0,00","10581480,00",NULL,NULL,NULL,NULL,79,"10581480,00","0,00","0,00","0,00","0,00","0,00","10581480,00","10581480,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,CIL,30D,"3700000,00","1236108,32","66189,70","1155922,92","22553619,72","22553619,72","0,00","479864,2493","479864,2493","0,00",36,6,35,-3,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,53","78,36","1,10","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","88264,00","88264,00","88264,00","88264,00","88264,00","0,00","88264,00","88264,00","0,00",1,1,1,1,78,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,20D,"5000000,00","5418900,00","3110448,60","0,00","3414006,00","0,00","3414006,00","1707003,00","0,00","1707003,00",NULL,NULL,NULL,NULL,73,"1245006,00","2169000,00","0,00","0,00","0,00","2169000,00","3414006,00","3414006,00","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,ADM,30D,"10,00","2802013,27","2802013,27","0,00","2802013,27","0,00","2802013,27","2802013,27","0,00","2802013,27",NULL,NULL,NULL,NULL,67,"0,00","2802013,27","0,00","0,00","0,00","2802013,27","2802013,27","2802013,27","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,GRN,30D,"5000000,00","5693990,90","1704129,70","1230246,00","12399643,00","3688524,00","8711119,00","1377738,1111","409836,00","967902,1111",38,8,10,5,73,"3895760,00","4815359,00","0,00","0,00","0,00","4815359,00","8711119,00","8711119,00","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
CARTAGENA,DN,ADM,CTD,"0,00","600000,00","600000,00","600000,00","1200000,00","1200000,00","0,00","600000,00","600000,00","0,00",2,2,5,0,72,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,00","50,00","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,ADM,CTD,"0,00","550000,00","550000,00","1100000,00","1650000,00","1650000,00","0,00","825000,00","825000,00","0,00",15,15,24,7,72,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,CIL,CTD,"0,00","10280,00","10280,00","10280,00","0,00","10280,00","-10280,00","0,00","10280,00","-10280,00",NULL,NULL,NULL,NULL,72,"0,00","0,00","0,00","-10280,00","0,00","-10280,00","-10280,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","90764,00","90764,00","90764,00","90764,00","90764,00","0,00","90764,00","90764,00","0,00",0,0,0,0,72,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,05D,"3000000,00","10800,00","10800,00","10800,00","0,00","10800,00","-10800,00","0,00","10800,00","-10800,00",NULL,NULL,NULL,NULL,71,"0,00","0,00","-10800,00","0,00","0,00","-10800,00","-10800,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
CARTAGENA,DN,CIL,30D,"5000000,00","5277332,00","30000,00","3257450,00","106521520,60","100967057,11","5554463,49","471334,1619","446756,8898","24577,272",85,62,701,-31,3924,"2319678,00","382117,50","2708089,20","144578,79","0,00","3234785,49","5554463,49","5554463,49","9,23","43,11","26,14","15,12","6,39","100,00",1,1,1,0
SIBERIA,DC,GRN,30D,"3000000,00","2415023,10","2415023,10","1387806,00","1387806,00","1387806,00","0,00","1387806,00","1387806,00","0,00",36,6,6,6,66,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
ARMENIA,DS,CIL,CTD,"1,00","2645363,00","560,00","2189393,90","105094270,85","105094270,85","0,00","297717,4811","297717,4811","0,00",5,3,266,-29,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","47,21","51,66","0,60","0,01","0,48","100,00",0,0,0,0
ARMENIA,DS,CIL,CTD,"1,00","2480889,36","104,99","1015316,00","14317294,01","14317294,01","0,00","210548,4413","210548,4413","0,00",6,6,134,0,4166,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","45,85","50,69","0,00","0,00","3,45","100,00",0,0,0,0
ARMENIA,DS,CIL,CTD,"229400,00","8445907,54","1014255,00","703832,54","13055000,39","13055000,39","0,00","407968,7621","407968,7621","0,00",168,-10,30,-147,2354,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","52,44","47,55","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,CIL,CTD,"0,00","226940,00","212015,00","226940,00","887885,00","1329915,00","-442030,00","147980,8333","221652,50","-73671,6666",1,1,3,1,66,"0,00","-442030,00","0,00","0,00","0,00","-442030,00","-442030,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,PPD,30D,"5000000,00","4493412,09","4493412,09","0,00","1835873,40","0,00","1835873,40","1835873,40","0,00","1835873,40",NULL,NULL,NULL,NULL,66,"0,00","1835873,40","0,00","0,00","0,00","1835873,40","1835873,40","1835873,40","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,ADM,30D,"1,00","323519,35","323519,35","0,00","323519,35","0,00","323519,35","323519,35","0,00","323519,35",NULL,NULL,NULL,NULL,64,"0,00","323519,35","0,00","0,00","0,00","323519,35","323519,35","323519,35","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
CARTAGENA,DN,GRN,CTD,"0,00","1464840,00","36058,00","1464840,00","1500898,00","1500898,00","0,00","750449,00","750449,00","0,00",0,0,1,0,59,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,40","97,59","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"3000000,00","1691901,00","1195987,00","958210,00","1639830,00","958210,00","681620,00","819915,00","479105,00","340810,00",56,26,26,26,59,"681620,00","0,00","0,00","0,00","0,00","0,00","681620,00","681620,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"3000000,00","5422512,60","5422512,60","2438185,37","2438185,37","2438185,37","0,00","2438185,37","2438185,37","0,00",36,6,6,6,59,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,GRN,CTD,"0,00","20000,00","20000,00","20000,00","20000,00","20000,00","0,00","20000,00","20000,00","0,00",1,-30,-30,-30,59,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"0,00","20723,54","20723,54","20723,54","0,00","20723,54","-20723,54","0,00","20723,54","-20723,54",NULL,NULL,NULL,NULL,59,"0,00","0,00","-20723,54","0,00","0,00","-20723,54","-20723,54","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,ADM,CTD,"0,00","500000,00","500000,00","500000,00","2000000,00","1500000,00","500000,00","500000,00","375000,00","125000,00",5,5,15,0,58,"0,00","500000,00","0,00","0,00","0,00","500000,00","500000,00","500000,00","66,66","33,33","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,CIL,08D,"2200000,00","3899911,86","469123,20","3899911,86","20495271,02","20495271,02","0,00","1863206,4563","1863206,4563","0,00",29,20,51,-6,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,91","34,92","44,15","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,ADM,30D,"1,00","136709,58","136709,58","136709,58","136709,58","136709,58","0,00","136709,58","136709,58","0,00",72,41,41,41,266,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,0,0
CHIQUINQUIRA,DC,GRN,30D,"2000000,00","1278182,40","1278182,40","0,00","559680,00","0,00","559680,00","559680,00","0,00","559680,00",NULL,NULL,NULL,NULL,53,"0,00","559680,00","0,00","0,00","0,00","559680,00","559680,00","559680,00","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,ADM,30D,"1,00","1554744,52","1554744,52","0,00","1554744,52","0,00","1554744,52","1554744,52","0,00","1554744,52",NULL,NULL,NULL,NULL,51,"0,00","1554744,52","0,00","0,00","0,00","1554744,52","1554744,52","1554744,52","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
BUCARAMANGA,DN,ADM,CTD,"0,00","315000,00","315000,00","315000,00","630000,00","315000,00","315000,00","315000,00","157500,00","157500,00",0,0,0,0,53,"0,00","315000,00","0,00","0,00","0,00","315000,00","315000,00","315000,00","100,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
VILLANUEVA,DC,ADM,CTD,"0,00","2000000,00","500000,00","2000000,00","7500000,00","5081100,00","2418900,00","1250000,00","846850,00","403150,00",11,11,37,0,52,"0,00","2000000,00","418900,00","0,00","0,00","2418900,00","2418900,00","2418900,00","44,44","44,44","11,11","0,00","0,00","100,00",1,1,0,0
ARMENIA,DS,CIL,CTD,"1,00","2284338,64","568,00","1367920,74","80612894,04","80612894,04","0,00","344499,5471","344499,5471","0,00",6,6,184,-1,4397,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","79,16","19,12","0,39","0,93","0,37","100,00",0,0,0,0
ARMENIA,DS,CIL,CTD,"1,00","6010459,40","32,66","933942,02","19765631,37","19883534,10","-117902,73","65666,5494","66058,2528","-391,7034",8,8,161,-6,4166,"0,00","-114260,29","0,00","0,00","-3642,44","-117902,73","-117902,73","0,00","51,22","46,15","2,59","0,00","0,03","100,00",0,0,0,0
ARMENIA,DS,CIL,08D,"1000000,00","3662800,00","35733,00","2816650,00","553979446,44","553979446,44","0,00","506379,7499","506379,7499","0,00",3,-3,29,-9,3754,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","94,53","5,46","0,00","0,00","0,00","100,00",0,0,0,0
ARMENIA,DS,CIL,15D,"229400,00","3064019,00","48776,00","766007,00","8012903,51","8012903,51","0,00","242815,2578","242815,2578","0,00",120,6,45,-3,2354,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41,72","53,93","4,34","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","15810,00","15810,00","15810,00","0,00","15810,00","-15810,00","0,00","15810,00","-15810,00",NULL,NULL,NULL,NULL,45,"0,00","0,00","-15810,00","0,00","0,00","-15810,00","-15810,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
VILLANUEVA,DC,CIL,CTD,"0,00","373500,00","373500,00","373500,00","0,00","373500,00","-373500,00","0,00","373500,00","-373500,00",NULL,NULL,NULL,NULL,45,"0,00","-373500,00","0,00","0,00","0,00","-373500,00","-373500,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,CTD,"1,00","800000,00","800000,00","800000,00","795454,00","800000,00","-4546,00","795454,00","800000,00","-4546,00",NULL,NULL,NULL,NULL,45,"0,00","-4546,00","0,00","0,00","0,00","-4546,00","-4546,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
VILLANUEVA,DC,GRN,15D,"2000000,00","432361,60","432361,60","0,00","431929,24","0,00","431929,24","431929,24","0,00","431929,24",NULL,NULL,NULL,NULL,45,"0,00","431929,24","0,00","0,00","0,00","431929,24","431929,24","431929,24","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
MANIZALES,DS,GRN,45D,"24000000,00","11209846,42","4983134,51","6079194,65","9298224,40","9298224,40","0,00","4649112,20","4649112,20","0,00",56,10,12,9,3374,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
GUARNE,DS,ADM,CTD,"0,00","800000,00","800000,00","800000,00","1600000,00","800000,00","800000,00","800000,00","400000,00","400000,00",0,0,0,0,45,"0,00","800000,00","0,00","0,00","0,00","800000,00","800000,00","800000,00","100,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,GRN,15D,"1000000,00","1245769,20","1245769,20","0,00","666233,10","0,00","666233,10","666233,10","0,00","666233,10",NULL,NULL,NULL,NULL,44,"0,00","666233,10","0,00","0,00","0,00","666233,10","666233,10","666233,10","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
YUMBO,DS,CIL,CTD,"0,00","88000,00","88000,00","88000,00","88000,00","88000,00","0,00","88000,00","88000,00","0,00",4,4,4,4,44,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,CIL,CTD,"0,00","4470793,70","20650,00","3042000,00","221599174,21","222350174,21","-751000,00","1102483,4537","1106219,7721","-3736,3184",1,0,12,-29,3958,"-82750,00","-668250,00","0,00","0,00","0,00","-668250,00","-751000,00","0,00","80,61","19,38","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,CIL,CTD,"0,00","3000000,00","399855,00","3000000,00","3399855,00","3399855,00","0,00","1699927,50","1699927,50","0,00",7,-8,6,-23,3957,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","88,23","11,76","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,CIL,CTD,"1,00","27071200,00","100,00","12470000,00","2018145358,51","2018145358,51","0,00","4793694,4382","4793694,4382","0,00",7,1,40,-59,3815,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","54,30","45,17","0,51","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,CIL,15D,"229400,00","8000000,00","932000,00","932000,00","8000000,00","8932000,00","-932000,00","421052,6315","470105,2631","-49052,6315",282,0,2,-3,2354,"-932000,00","0,00","0,00","0,00","0,00","0,00","-932000,00","0,00","55,55","44,44","0,00","0,00","0,00","100,00",0,0,0,0
CHIQUINQUIRA,DC,GRN,10D,"1000000,00","1166092,20","1166092,20","0,00","582855,00","0,00","582855,00","582855,00","0,00","582855,00",NULL,NULL,NULL,NULL,42,"0,00","582855,00","0,00","0,00","0,00","582855,00","582855,00","582855,00","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
CHIQUINQUIRA,DC,GRN,30D,"7000000,00","12188873,60","9444427,60","0,00","18000121,20","0,00","18000121,20","6000040,40","0,00","6000040,40",NULL,NULL,NULL,NULL,42,"18000121,20","0,00","0,00","0,00","0,00","0,00","18000121,20","18000121,20","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","3436500,00","2000,00","3409008,00","52148806,43","52148806,43","0,00","206121,7645","206121,7645","0,00",0,6,58,0,2703,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,GRN,CTD,"1,00","4231007,49","298909,80","3145448,92","27123854,54","27123854,54","0,00","1808256,9693","1808256,9693","0,00",39,8,24,-1,4399,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,94","89,05","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,05D,"2300000,00","1527319,00","53235,00","726904,18","118640109,27","116085172,77","2554936,50","168762,602","165128,2685","3634,3335",18,13,525,-6,4397,"1328959,71","1225976,79","0,00","0,00","0,00","1225976,79","2554936,50","2554936,50","44,93","48,92","5,74","0,32","0,07","100,00",1,0,0,0
BELLO,DS,GRN,CTD,"1,00","3318079,00","545856,88","3318079,00","11116302,97","11116302,97","0,00","1111630,297","1111630,297","0,00",85,58,223,-31,3100,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,66","49,53","5,85","0,00","36,94","100,00",0,0,0,0
BELLO,DS,GRN,CTD,"1,00","11828449,92","553795,36","7214758,02","94118635,14","94118635,14","0,00","3137287,838","3137287,838","0,00",98,73,230,-19,1953,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,81","22,01","18,62","13,77","37,77","100,00",0,0,0,0
BARRANQUILLA,DN,CIL,30D,"10000000,00","2228509,06","120411,32","1999262,74","39359465,21","39359465,21","0,00","728878,9853","728878,9853","0,00",50,20,60,-25,4211,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13,49","68,00","18,49","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"5000000,00","11535507,10","11535507,10","0,00","4935319,74","0,00","4935319,74","4935319,74","0,00","4935319,74",NULL,NULL,NULL,NULL,31,"4935319,74","0,00","0,00","0,00","0,00","0,00","4935319,74","4935319,74","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
CARTAGENA,DN,CIL,CTD,"0,00","2695500,00","45248,00","2558459,93","12533886,56","12488638,56","45248,00","1139444,2327","1135330,7781","4113,4545",28,10,26,-12,2703,"0,00","0,00","0,00","0,00","45248,00","45248,00","45248,00","45248,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,1
SIBERIA,DC,GRN,30D,"53100000,00","52497066,07","16882,90","17738934,31","1237910686,73","1192521565,59","45389121,14","4268657,5404","4112143,3296","156514,2108",54,24,181,-25,3465,"5988438,77","28984998,58","11822674,49","0,00","-1406990,70","39400682,37","45389121,14","46796111,84","4,51","65,65","24,26","3,02","2,54","100,00",1,1,0,0
BELLO,DS,MED,30D,"23000000,00","16942606,00","4500,00","16062841,08","666321336,05","652018215,10","14303120,95","2543211,2062","2488619,1416","54592,0646",31,17,390,-26,4409,"7782500,87","6831493,87","0,00","0,00","-310873,79","6520620,08","14303120,95","14613994,74","22,11","72,53","3,90","1,33","0,10","100,00",1,0,0,0
BELLO,DS,ADM,30D,"10608441,00","10608441,00","1729280,00","10608441,00","22965055,40","23123562,61","-158507,21","4593011,08","4624712,522","-31701,442",18,-13,15,-39,1592,"0,00","0,00","0,00","0,00","-158507,21","-158507,21","-158507,21","0,00","92,46","7,53","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"1,00","3000000,00","55000,00","1398631,50","79272353,31","79272353,31","0,00","655143,4157","655143,4157","0,00",0,0,14,0,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","98,45","1,54","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,08D,"3000000,00","7981800,00","1200,00","6017900,00","965065152,36","965065152,36","0,00","889460,9699","889460,9699","0,00",5,-1,86,-9,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","81,42","18,10","0,21","0,26","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"3,00","4792980,00","53510,00","4021695,00","157198194,00","157198194,00","0,00","1587860,5454","1587860,5454","0,00",12,4,35,-8,4200,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","14,63","83,14","2,21","0,00","0,00","100,00",0,0,0,0
BELLO,DS,GRN,30D,"18300000,00","4943464,19","26529,72","3764030,20","331406826,37","325952166,59","5454659,78","627664,4438","617333,6488","10330,795",35,10,440,-16,4346,"2132143,72","215730,32","0,00","0,00","3106785,74","3322516,06","5454659,78","5454659,78","17,69","74,21","6,59","1,30","0,19","100,00",1,0,0,1
YUMBO,DS,GRN,45D,"11000000,00","3288495,00","54378,07","1307363,32","392149215,96","383673867,78","8475348,18","308051,2301","301393,4546","6657,7754",54,9,59,-45,4409,"7911144,95","564203,23","0,00","0,00","0,00","564203,23","8475348,18","8475348,18","3,50","94,78","1,70","0,00","0,00","100,00",1,0,0,0
YUMBO,DS,CIL,CTD,"0,00","177576,00","86178,00","177576,00","0,00","263754,00","-263754,00","0,00","131877,00","-131877,00",NULL,NULL,NULL,NULL,15,"0,00","-263754,00","0,00","0,00","0,00","-263754,00","-263754,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,CTD,"0,00","1200000,00","1200000,00","1200000,00","1196102,70","1200000,00","-3897,30","1196102,70","1200000,00","-3897,30",NULL,NULL,NULL,NULL,11,"0,00","-3897,30","0,00","0,00","0,00","-3897,30","-3897,30","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,30D,"0,00","14630969,63","2100722,40","10347349,05","348136812,42","348136812,42","0,00","4580747,5318","4580747,5318","0,00",39,9,172,-5,3649,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","15,48","82,40","2,10","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,30D,"145100000,00","54856388,00","5873,46","54856388,00","3584904318,83","3491033180,95","93871137,88","4149194,8134","4040547,6631","108647,1503",36,5,66,-31,4040,"78189267,05","15681870,83","0,00","0,00","0,00","15681870,83","93871137,88","93871137,88","4,73","94,77","0,47","0,01","0,00","100,00",1,0,0,0
